,container_name,cpu_usage,metricset_timestamp
53593,data-broker-1,0.019804399556048836,2023-06-23T14:38:23
53586,data-broker-1,0.0189859263095001,2023-06-23T14:38:28
53588,data-broker-1,0.01690302255801403,2023-06-23T14:38:33
53633,data-broker-1,0.01318678125,2023-06-23T14:38:38
53634,data-broker-1,0.02026456688139447,2023-06-23T14:38:43
53631,data-broker-1,0.01978033694771368,2023-06-23T14:38:48
53637,data-broker-1,0.020177332101616628,2023-06-23T14:38:53
53635,data-broker-1,0.020176340665362034,2023-06-23T14:38:58
53636,data-broker-1,0.02150817006213519,2023-06-23T14:39:03
53632,data-broker-1,0.0169671855500821,2023-06-23T14:39:08
53638,data-broker-1,0.021806236685040867,2023-06-23T14:39:13
53630,data-broker-1,0.01694512142279709,2023-06-23T14:39:18
53620,data-broker-1,0.01754276984443558,2023-06-23T14:39:23
53614,data-broker-1,0.019283615103152976,2023-06-23T14:39:28
53616,data-broker-1,0.020389151921504495,2023-06-23T14:39:33
53618,data-broker-1,0.018784967937800816,2023-06-23T14:39:38
53615,data-broker-1,0.01383648423881743,2023-06-23T14:39:43
53619,data-broker-1,0.019520920638188367,2023-06-23T14:39:48
53613,data-broker-1,0.01712750264107923,2023-06-23T14:39:53
53621,data-broker-1,0.01790918730734361,2023-06-23T14:39:58
53617,data-broker-1,0.01919052181818182,2023-06-23T14:40:03
53596,data-broker-1,0.01904490011446013,2023-06-23T14:40:08
53597,data-broker-1,0.018296375278775277,2023-06-23T14:40:13
53599,data-broker-1,0.018291232375189106,2023-06-23T14:40:18
53598,data-broker-1,0.019758773823012308,2023-06-23T14:40:23
53600,data-broker-1,0.017106056501703066,2023-06-23T14:40:28
53594,data-broker-1,0.01956011211545765,2023-06-23T14:40:33
53602,data-broker-1,0.01920047762611276,2023-06-23T14:40:38
53595,data-broker-1,0.01895151860372868,2023-06-23T14:40:43
53601,data-broker-1,0.01920895313059034,2023-06-23T14:40:48
53639,data-broker-1,0.014382970451770451,2023-06-23T14:40:53
53671,data-broker-1,0.01999721461477363,2023-06-23T14:40:58
53640,data-broker-1,0.018657210712938514,2023-06-23T14:41:03
53643,data-broker-1,0.018677018056881083,2023-06-23T14:41:08
53644,data-broker-1,0.019236288640376693,2023-06-23T14:41:13
53641,data-broker-1,0.019217932568539764,2023-06-23T14:41:18
53645,data-broker-1,0.01879726762448337,2023-06-23T14:41:23
53642,data-broker-1,0.019599386775027705,2023-06-23T14:41:28
53669,data-broker-1,0.013477497962264152,2023-06-23T14:41:33
53666,data-broker-1,0.014934425160163075,2023-06-23T14:41:38
53670,data-broker-1,0.019156473457249072,2023-06-23T14:41:43
53667,data-broker-1,0.02060845409994212,2023-06-23T14:41:48
53668,data-broker-1,0.019570855442443226,2023-06-23T14:41:53
53672,data-broker-1,0.016697681557846508,2023-06-23T14:41:58
53726,data-broker-1,0.021441590218248752,2023-06-23T14:42:03
53727,data-broker-1,0.019738457142857144,2023-06-23T14:42:08
53664,data-broker-1,0.019456999317406142,2023-06-23T14:42:13
53665,data-broker-1,0.021433325530358448,2023-06-23T14:42:18
53746,data-broker-1,0.023168201512078185,2023-06-23T14:42:23
53739,data-broker-1,0.01808150456140351,2023-06-23T14:42:28
53740,data-broker-1,0.01857271246664125,2023-06-23T14:42:33
53737,data-broker-1,0.01593563512128459,2023-06-23T14:42:38
53738,data-broker-1,0.016743667086264347,2023-06-23T14:42:43
53745,data-broker-1,0.019576421503669908,2023-06-23T14:42:48
53743,data-broker-1,0.019054949135016902,2023-06-23T14:42:53
53744,data-broker-1,0.018351714935779816,2023-06-23T14:42:58
53747,data-broker-1,0.014498427842227378,2023-06-23T14:43:03
53741,data-broker-1,0.016237811120917916,2023-06-23T14:43:08
53742,data-broker-1,0.019028783185840708,2023-06-23T14:43:13
53728,data-broker-1,0.01850836718266254,2023-06-23T14:43:18
53729,data-broker-1,0.017565874622356495,2023-06-23T14:43:23
53733,data-broker-1,0.018617225283156742,2023-06-23T14:43:28
53736,data-broker-1,0.01887962285714286,2023-06-23T14:43:33
53732,data-broker-1,0.01885100597371565,2023-06-23T14:43:38
53735,data-broker-1,0.019981510306521292,2023-06-23T14:43:43
53730,data-broker-1,0.013939539375,2023-06-23T14:43:48
53731,data-broker-1,0.016589987164571215,2023-06-23T14:43:53
53734,data-broker-1,0.021644461591457113,2023-06-23T14:43:58
53676,data-broker-1,0.018400836203090506,2023-06-23T14:44:03
53674,data-broker-1,0.016725424279210924,2023-06-23T14:44:08
53677,data-broker-1,0.014677754094579007,2023-06-23T14:44:13
53673,data-broker-1,0.019813275408645116,2023-06-23T14:44:18
53680,data-broker-1,0.017895958478605388,2023-06-23T14:44:23
53675,data-broker-1,0.017517309593023257,2023-06-23T14:44:28
53678,data-broker-1,0.0178950787422331,2023-06-23T14:44:33
53679,data-broker-1,0.018749410299401196,2023-06-23T14:44:38
53681,data-broker-1,0.017456957020057305,2023-06-23T14:44:43
53754,data-broker-1,0.018831046696035244,2023-06-23T14:44:48
53756,data-broker-1,0.019772418604651162,2023-06-23T14:44:53
53751,data-broker-1,0.014723595077411672,2023-06-23T14:44:58
53752,data-broker-1,0.02076180547891976,2023-06-23T14:45:03
53753,data-broker-1,0.018177748537134282,2023-06-23T14:45:08
53755,data-broker-1,0.02076668847872547,2023-06-23T14:45:13
53750,data-broker-1,0.013045966276724486,2023-06-23T14:45:18
53748,data-broker-1,0.017579229171270718,2023-06-23T14:45:23
53749,data-broker-1,0.01809448382409178,2023-06-23T14:45:28
53652,data-broker-1,0.016691773772342426,2023-06-23T14:45:33
53646,data-broker-1,0.018887626081938835,2023-06-23T14:45:38
53654,data-broker-1,0.018144210253388332,2023-06-23T14:45:43
53648,data-broker-1,0.021052813620885357,2023-06-23T14:45:48
53651,data-broker-1,0.018590632859579306,2023-06-23T14:45:53
53647,data-broker-1,0.020604421224489796,2023-06-23T14:45:58
53649,data-broker-1,0.016482765057471264,2023-06-23T14:46:03
53653,data-broker-1,0.1232694493226358,2023-06-23T14:46:08
53650,data-broker-1,0.01833076647604023,2023-06-23T14:46:13
53656,data-broker-1,0.020662482525985487,2023-06-23T14:46:18
53657,data-broker-1,0.015863520179037673,2023-06-23T14:46:23
53663,data-broker-1,0.01441461421800948,2023-06-23T14:46:28
53655,data-broker-1,0.017120483845723868,2023-06-23T14:46:33
53658,data-broker-1,0.017403498458066942,2023-06-23T14:46:38
53659,data-broker-1,0.01960939497185741,2023-06-23T14:46:43
53662,data-broker-1,0.017149407522044267,2023-06-23T14:46:48
53661,data-broker-1,0.021256189620202825,2023-06-23T14:46:53
53660,data-broker-1,0.019106328109502083,2023-06-23T14:46:58
53684,data-broker-1,0.0240499364414843,2023-06-23T14:47:03
53685,data-broker-1,0.020740141509433964,2023-06-23T14:47:08
53688,data-broker-1,0.01376829908910891,2023-06-23T14:47:13
53682,data-broker-1,0.021106564727339048,2023-06-23T14:47:18
53687,data-broker-1,0.020365962226866804,2023-06-23T14:47:23
53686,data-broker-1,0.02019037374211001,2023-06-23T14:47:28
53683,data-broker-1,0.011874385016286645,2023-06-23T14:47:33
53689,data-broker-1,0.0,2023-06-23T14:47:38
53757,data-broker-1,0.3351441466639627,2023-06-23T14:47:43
53758,data-broker-1,0.26291660635051545,2023-06-23T14:47:48
53759,data-broker-1,0.30616891282051284,2023-06-23T14:47:53
53760,data-broker-1,0.39338061344756936,2023-06-23T14:47:58
53764,data-broker-1,0.3622342328046577,2023-06-23T14:48:03
53762,data-broker-1,0.33627052958380205,2023-06-23T14:48:08
53761,data-broker-1,0.3392878004395604,2023-06-23T14:48:13
53763,data-broker-1,0.35484056609568815,2023-06-23T14:48:18
53692,data-broker-1,0.3684047569338795,2023-06-23T14:48:23
53690,data-broker-1,0.16764544768439107,2023-06-23T14:48:28
53691,data-broker-1,0.47196883040710014,2023-06-23T14:48:33
53694,data-broker-1,0.3012799947861507,2023-06-23T14:48:38
53693,data-broker-1,0.3940504748601196,2023-06-23T14:48:43
53700,data-broker-1,0.0,2023-06-23T14:48:48
53695,data-broker-1,0.0,2023-06-23T14:48:53
53696,data-broker-1,0.43205938325229604,2023-06-23T14:48:58
53697,data-broker-1,0.34379168394276627,2023-06-23T14:49:03
53699,data-broker-1,0.5316349125370188,2023-06-23T14:49:08
53698,data-broker-1,0.5057890169014084,2023-06-23T14:49:13
53765,data-broker-1,0.6039545207114171,2023-06-23T14:49:18
53766,data-broker-1,0.20594076689874677,2023-06-23T14:49:56
53767,data-broker-1,0.0,2023-06-23T14:50:26
53769,data-broker-1,0.0,2023-06-23T14:50:34
53768,data-broker-1,0.0,2023-06-23T14:50:39
53770,data-broker-1,0.0,2023-06-23T14:50:44
53771,data-broker-1,0.0,2023-06-23T14:50:53
53708,data-broker-1,0.0,2023-06-23T14:51:01
53705,data-broker-1,0.23208061840490798,2023-06-23T14:51:19
53706,data-broker-1,0.29039552985318107,2023-06-23T14:51:28
53702,data-broker-1,0.18518746428860966,2023-06-23T14:51:36
53707,data-broker-1,0.3186529369552472,2023-06-23T14:51:40
53701,data-broker-1,0.30380961070234114,2023-06-23T14:51:44
53703,data-broker-1,0.3437797177453027,2023-06-23T14:51:48
53704,data-broker-1,0.22305103851301114,2023-06-23T14:51:56
53780,data-broker-1,0.375525508361073,2023-06-23T14:52:03
53778,data-broker-1,0.3122604410752272,2023-06-23T14:52:16
53776,data-broker-1,0.0,2023-06-23T14:52:21
53777,data-broker-1,0.43469569837320576,2023-06-23T14:52:27
53781,data-broker-1,0.335568380846854,2023-06-23T14:52:29
53772,data-broker-1,0.30513559505752025,2023-06-23T14:52:37
53773,data-broker-1,0.4087955870512066,2023-06-23T14:52:40
53774,data-broker-1,0.31730223974151855,2023-06-23T14:52:43
53775,data-broker-1,0.35597166061071633,2023-06-23T14:52:48
53779,data-broker-1,0.19956788310094814,2023-06-23T14:52:53
53720,data-broker-1,0.2398673836415634,2023-06-23T14:52:58
53721,data-broker-1,0.3720773530674847,2023-06-23T14:53:03
53718,data-broker-1,0.30568842649276545,2023-06-23T14:53:08
53719,data-broker-1,0.2661682091610911,2023-06-23T14:53:13
53716,data-broker-1,0.0,2023-06-23T14:53:18
53717,data-broker-1,0.41311159318773794,2023-06-23T14:53:23
53712,data-broker-1,0.0,2023-06-23T14:53:28
53713,data-broker-1,0.3628074943987765,2023-06-23T14:53:33
53714,data-broker-1,0.34629173715392064,2023-06-23T14:53:38
53715,data-broker-1,0.3750302445407962,2023-06-23T14:53:43
53709,data-broker-1,0.30122301245753114,2023-06-23T14:53:48
53710,data-broker-1,0.273715630681587,2023-06-23T14:53:53
53711,data-broker-1,0.39517548332567753,2023-06-23T14:53:58
53724,data-broker-1,0.3141101609746954,2023-06-23T14:54:03
53722,data-broker-1,0.01833290199592668,2023-06-23T14:54:08
53725,data-broker-1,0.333687643518333,2023-06-23T14:54:13
53723,data-broker-1,0.3127563619533242,2023-06-23T14:54:18
46194,data-broker-1,0.0,2023-06-23T14:54:23
46195,data-broker-1,0.0,2023-06-23T14:54:28
53784,data-broker-1,0.2803886231687167,2023-06-23T14:54:33
46193,data-broker-1,0.308163847320891,2023-06-23T14:54:38
46192,data-broker-1,0.0,2023-06-23T14:54:43
53782,data-broker-1,0.33228000694789084,2023-06-23T14:54:48
53783,data-broker-1,0.27257047989800254,2023-06-23T14:54:53
53785,data-broker-1,0.1638862246843177,2023-06-23T14:54:58
46191,data-broker-1,0.33801428083832336,2023-06-23T14:55:03
53786,data-broker-1,0.28367279409873275,2023-06-23T14:55:08
46120,data-broker-1,0.2976359259870359,2023-06-23T14:55:13
46119,data-broker-1,0.26527190229007636,2023-06-23T14:55:18
46398,data-broker-1,0.1581177948477752,2023-06-23T14:55:23
46399,data-broker-1,0.23076457125635713,2023-06-23T14:55:28
46196,data-broker-1,0.0,2023-06-23T14:55:33
46116,data-broker-1,0.0,2023-06-23T14:55:38
46117,data-broker-1,0.24364311176470588,2023-06-23T14:55:43
46124,data-broker-1,0.0,2023-06-23T14:55:48
46125,data-broker-1,0.0,2023-06-23T14:55:53
46409,data-broker-1,0.0966966845086931,2023-06-23T14:55:58
46410,data-broker-1,0.018124466854248733,2023-06-23T14:56:03
46126,data-broker-1,0.01834260326678766,2023-06-23T14:56:08
46411,data-broker-1,0.027695836074582925,2023-06-23T14:56:13
46118,data-broker-1,0.01958873585337915,2023-06-23T14:56:18
46122,data-broker-1,0.04842298920634921,2023-06-23T14:56:23
46121,data-broker-1,0.020508458723404257,2023-06-23T14:56:28
46123,data-broker-1,0.026091795975232198,2023-06-23T14:56:33
46417,data-broker-1,0.060376420062695925,2023-06-23T14:56:38
46414,data-broker-1,0.043300492072003066,2023-06-23T14:56:43
46387,data-broker-1,0.022158680489225393,2023-06-23T14:56:48
46415,data-broker-1,0.01641044508758568,2023-06-23T14:56:53
46416,data-broker-1,0.0,2023-06-23T14:56:58
46412,data-broker-1,0.024158279844242538,2023-06-23T14:57:03
46419,data-broker-1,0.025944937383316047,2023-06-23T14:57:08
46413,data-broker-1,0.03282463282172373,2023-06-23T14:57:13
46376,data-broker-1,0.021685004248496995,2023-06-23T14:57:18
46377,data-broker-1,0.020727265993522575,2023-06-23T14:57:23
46418,data-broker-1,0.020330950295857988,2023-06-23T14:57:28
46393,data-broker-1,0.02095023368176539,2023-06-23T14:57:33
46397,data-broker-1,0.02086291350293542,2023-06-23T14:57:38
46390,data-broker-1,0.016784986130291203,2023-06-23T14:57:43
46396,data-broker-1,0.0,2023-06-23T14:57:48
46388,data-broker-1,0.026595176913936515,2023-06-23T14:57:53
46389,data-broker-1,0.025168582801351858,2023-06-23T14:57:58
46394,data-broker-1,0.02157993950879907,2023-06-23T14:58:03
46391,data-broker-1,0.0,2023-06-23T14:58:08
46392,data-broker-1,0.020092665673444737,2023-06-23T14:58:13
