,container_name,cpu_usage,metricset_timestamp
45922,data-broker-1,0.017859617312072893,2023-06-23T14:20:01
45918,data-broker-1,0.019450023324341148,2023-06-23T14:20:08
45921,data-broker-1,0.018293383066361555,2023-06-23T14:20:13
45916,data-broker-1,0.016169564464692483,2023-06-23T14:20:18
45897,data-broker-1,0.02139580640784018,2023-06-23T14:20:23
45898,data-broker-1,0.02020289052513549,2023-06-23T14:20:28
45920,data-broker-1,0.020662086642321737,2023-06-23T14:20:33
45915,data-broker-1,0.018282914285714286,2023-06-23T14:20:38
45917,data-broker-1,0.020699858283967133,2023-06-23T14:20:43
45919,data-broker-1,0.020021270712004508,2023-06-23T14:20:48
45903,data-broker-1,0.023454789743589742,2023-06-23T14:20:53
45900,data-broker-1,0.02176296511675127,2023-06-23T14:20:58
45905,data-broker-1,0.02414494768544339,2023-06-23T14:21:03
45899,data-broker-1,0.020094022954822956,2023-06-23T14:21:08
45904,data-broker-1,0.020069018389491718,2023-06-23T14:21:13
45901,data-broker-1,0.0195525742321808,2023-06-23T14:21:18
45902,data-broker-1,0.017680438962536023,2023-06-23T14:21:23
45895,data-broker-1,0.018585362757614445,2023-06-23T14:21:28
45896,data-broker-1,0.01901905273705697,2023-06-23T14:21:33
45924,data-broker-1,0.017615950270959517,2023-06-23T14:21:38
45930,data-broker-1,0.020319876027175672,2023-06-23T14:21:43
45928,data-broker-1,0.014835745034280118,2023-06-23T14:21:48
45927,data-broker-1,0.015654982889518415,2023-06-23T14:21:53
45926,data-broker-1,0.018382212244897958,2023-06-23T14:21:58
45925,data-broker-1,0.016850765060240965,2023-06-23T14:22:03
45923,data-broker-1,0.02123405541401274,2023-06-23T14:22:08
45929,data-broker-1,0.016962995104758176,2023-06-23T14:22:13
45931,data-broker-1,0.018825954453213077,2023-06-23T14:22:18
45910,data-broker-1,0.02142110246891332,2023-06-23T14:22:23
45906,data-broker-1,0.01986337300909597,2023-06-23T14:22:28
45914,data-broker-1,0.012910321200461716,2023-06-23T14:22:33
45911,data-broker-1,0.018145342047659708,2023-06-23T14:22:38
45907,data-broker-1,0.02084642634261074,2023-06-23T14:22:43
45912,data-broker-1,0.01589562374854482,2023-06-23T14:22:48
45913,data-broker-1,0.016389029396126093,2023-06-23T14:22:53
45909,data-broker-1,0.019470408969650105,2023-06-23T14:22:58
45908,data-broker-1,0.02138953660982949,2023-06-23T14:23:03
45936,data-broker-1,0.015041532271961042,2023-06-23T14:23:08
45933,data-broker-1,0.0176432449122807,2023-06-23T14:23:13
45937,data-broker-1,0.02056522279792746,2023-06-23T14:23:18
45939,data-broker-1,0.019248721958802954,2023-06-23T14:23:23
45934,data-broker-1,0.021740459515570933,2023-06-23T14:23:28
53528,data-broker-1,0.021068589653073646,2023-06-23T14:23:33
45935,data-broker-1,0.017438907294117647,2023-06-23T14:23:38
45932,data-broker-1,0.022465087605159844,2023-06-23T14:23:43
45938,data-broker-1,0.020817084812030075,2023-06-23T14:23:48
53525,data-broker-1,0.02036802138291691,2023-06-23T14:23:53
53526,data-broker-1,0.02197456240258506,2023-06-23T14:23:58
53527,data-broker-1,0.015912186152099887,2023-06-23T14:24:03
53524,data-broker-1,0.019168461782331336,2023-06-23T14:24:08
53520,data-broker-1,0.019385247412844038,2023-06-23T14:24:13
53521,data-broker-1,0.020424959262106072,2023-06-23T14:24:18
53522,data-broker-1,0.01850857816660327,2023-06-23T14:24:23
53523,data-broker-1,0.019926136110585118,2023-06-23T14:24:28
53518,data-broker-1,0.019743085050348566,2023-06-23T14:24:33
53519,data-broker-1,0.0193037714720426,2023-06-23T14:24:38
53533,data-broker-1,0.018343842303433,2023-06-23T14:24:43
53534,data-broker-1,0.015248013683010262,2023-06-23T14:24:48
53529,data-broker-1,0.020961711335578004,2023-06-23T14:24:53
53530,data-broker-1,0.020045509080696498,2023-06-23T14:24:58
53537,data-broker-1,0.020432008373831776,2023-06-23T14:25:03
53535,data-broker-1,0.017075056310679612,2023-06-23T14:25:08
53531,data-broker-1,0.016975233636363635,2023-06-23T14:25:13
53532,data-broker-1,0.02200861944608132,2023-06-23T14:25:18
53536,data-broker-1,0.02026340403726708,2023-06-23T14:25:23
53538,data-broker-1,0.021599477739331026,2023-06-23T14:25:28
53542,data-broker-1,0.01902550014388489,2023-06-23T14:25:33
53546,data-broker-1,0.020919223449830892,2023-06-23T14:25:38
53543,data-broker-1,0.020069990566037737,2023-06-23T14:25:43
53547,data-broker-1,0.01866876684428656,2023-06-23T14:25:48
53541,data-broker-1,0.016863989857369255,2023-06-23T14:25:53
53539,data-broker-1,0.016850830120481927,2023-06-23T14:25:58
53540,data-broker-1,0.022428061215303826,2023-06-23T14:26:03
53544,data-broker-1,0.02060331089108911,2023-06-23T14:26:08
53545,data-broker-1,0.022282291131740076,2023-06-23T14:26:13
53549,data-broker-1,0.015358674903474904,2023-06-23T14:26:18
53553,data-broker-1,0.018102167361775397,2023-06-23T14:26:23
53552,data-broker-1,0.021140026471170994,2023-06-23T14:26:28
53551,data-broker-1,0.021383678837698337,2023-06-23T14:26:33
53554,data-broker-1,0.022003228166734116,2023-06-23T14:26:38
53555,data-broker-1,0.02241876069623807,2023-06-23T14:26:43
53548,data-broker-1,0.020939830677764566,2023-06-23T14:26:48
53556,data-broker-1,0.02188832819756727,2023-06-23T14:26:53
53550,data-broker-1,0.017901197960339944,2023-06-23T14:26:58
53561,data-broker-1,0.014379038188903322,2023-06-23T14:27:03
53559,data-broker-1,0.019341928902165795,2023-06-23T14:27:08
53562,data-broker-1,0.019145475157773952,2023-06-23T14:27:13
53563,data-broker-1,0.0195182066603235,2023-06-23T14:27:18
53560,data-broker-1,0.018331837848526794,2023-06-23T14:27:23
53557,data-broker-1,0.018534935056051683,2023-06-23T14:27:28
53564,data-broker-1,0.01460149126495107,2023-06-23T14:27:33
53558,data-broker-1,0.020517320825515946,2023-06-23T14:27:38
53565,data-broker-1,0.01884099356025759,2023-06-23T14:27:43
53568,data-broker-1,0.020899930685387032,2023-06-23T14:27:48
53571,data-broker-1,0.020289743930635838,2023-06-23T14:27:53
53572,data-broker-1,0.020473278046919702,2023-06-23T14:27:58
53573,data-broker-1,0.02038567146881288,2023-06-23T14:28:03
53567,data-broker-1,0.017999004250341198,2023-06-23T14:28:08
53570,data-broker-1,0.018919583927217588,2023-06-23T14:28:13
53569,data-broker-1,0.018936121618665695,2023-06-23T14:28:18
53566,data-broker-1,0.019798517882265828,2023-06-23T14:28:23
53574,data-broker-1,0.020505115789473685,2023-06-23T14:28:28
53580,data-broker-1,0.0186170219678789,2023-06-23T14:28:33
53575,data-broker-1,0.01837458674609084,2023-06-23T14:28:38
53581,data-broker-1,0.019328013271292736,2023-06-23T14:28:43
53577,data-broker-1,0.017649420663362562,2023-06-23T14:28:48
53582,data-broker-1,0.019557658924395947,2023-06-23T14:28:53
53578,data-broker-1,0.022663986094513852,2023-06-23T14:28:58
45875,data-broker-1,0.019595904377766846,2023-06-23T14:29:03
53576,data-broker-1,0.01800959067137809,2023-06-23T14:29:08
53579,data-broker-1,0.018995048424230988,2023-06-23T14:29:13
45877,data-broker-1,0.017668194013439217,2023-06-23T14:29:18
45868,data-broker-1,0.018480048942598186,2023-06-23T14:29:23
45870,data-broker-1,0.017973685649202733,2023-06-23T14:29:28
45876,data-broker-1,0.019771519027355623,2023-06-23T14:29:33
45873,data-broker-1,0.016538191422121897,2023-06-23T14:29:38
45869,data-broker-1,0.01793574321349963,2023-06-23T14:29:43
45871,data-broker-1,0.02342572531989143,2023-06-23T14:29:48
45874,data-broker-1,0.019497340467219293,2023-06-23T14:29:53
45872,data-broker-1,0.022122130805687205,2023-06-23T14:29:58
45883,data-broker-1,0.021592716955017303,2023-06-23T14:30:03
45885,data-broker-1,0.01920454321742453,2023-06-23T14:30:08
45884,data-broker-1,0.09590147314617618,2023-06-23T14:30:13
45886,data-broker-1,0.020155828889315174,2023-06-23T14:30:18
45882,data-broker-1,0.013426984346475044,2023-06-23T14:30:23
45878,data-broker-1,0.01637736338681616,2023-06-23T14:30:28
45879,data-broker-1,0.01781200535510204,2023-06-23T14:30:33
45880,data-broker-1,0.019700054968767745,2023-06-23T14:30:38
45881,data-broker-1,0.017749384321796072,2023-06-23T14:30:43
45848,data-broker-1,0.01796752484100983,2023-06-23T14:30:48
45849,data-broker-1,0.018005811046620482,2023-06-23T14:30:53
45854,data-broker-1,0.021800650353291186,2023-06-23T14:30:58
45857,data-broker-1,0.0198406507133346,2023-06-23T14:31:03
45851,data-broker-1,0.01891305636327425,2023-06-23T14:31:08
45858,data-broker-1,0.018389797264325325,2023-06-23T14:31:13
45852,data-broker-1,0.018558224601283226,2023-06-23T14:31:18
45856,data-broker-1,0.01837736873793902,2023-06-23T14:31:23
45855,data-broker-1,0.019395317065127784,2023-06-23T14:31:28
45850,data-broker-1,0.01708078021093001,2023-06-23T14:31:33
45853,data-broker-1,0.02288721613832853,2023-06-23T14:31:38
45864,data-broker-1,0.01940864659416142,2023-06-23T14:31:43
45863,data-broker-1,0.01783341954410307,2023-06-23T14:31:48
45862,data-broker-1,0.016584959320834806,2023-06-23T14:31:53
45865,data-broker-1,0.01969452404494382,2023-06-23T14:31:58
45859,data-broker-1,0.019892488205128206,2023-06-23T14:32:03
45867,data-broker-1,0.017693817524024873,2023-06-23T14:32:08
45861,data-broker-1,0.019683461890243902,2023-06-23T14:32:13
45866,data-broker-1,0.0201745349890431,2023-06-23T14:32:18
45860,data-broker-1,0.01900736544,2023-06-23T14:32:23
45946,data-broker-1,0.02073024156125768,2023-06-23T14:32:28
45893,data-broker-1,0.01891878854559156,2023-06-23T14:32:33
45891,data-broker-1,0.01940726969287232,2023-06-23T14:32:38
45888,data-broker-1,0.020632017720068743,2023-06-23T14:32:43
45892,data-broker-1,0.020266021641046118,2023-06-23T14:32:48
45894,data-broker-1,0.022320010367170625,2023-06-23T14:32:53
45890,data-broker-1,0.014909221035919825,2023-06-23T14:32:58
45889,data-broker-1,0.016030628311884936,2023-06-23T14:33:03
45887,data-broker-1,0.020004234586466167,2023-06-23T14:33:08
45947,data-broker-1,0.017512374141569153,2023-06-23T14:33:13
45945,data-broker-1,0.019431813392857142,2023-06-23T14:33:18
45944,data-broker-1,0.018343260549430012,2023-06-23T14:33:23
45942,data-broker-1,0.021471041696113073,2023-06-23T14:33:28
45943,data-broker-1,0.019812995791624106,2023-06-23T14:33:33
45940,data-broker-1,0.01672734045801527,2023-06-23T14:33:38
45948,data-broker-1,0.01570727126258714,2023-06-23T14:33:43
45941,data-broker-1,0.02007159900287632,2023-06-23T14:33:48
45949,data-broker-1,0.020551981832419734,2023-06-23T14:33:53
45951,data-broker-1,0.018465571031985515,2023-06-23T14:33:58
45957,data-broker-1,0.020147844790419162,2023-06-23T14:34:03
45954,data-broker-1,0.016773136955269725,2023-06-23T14:34:08
45950,data-broker-1,0.018294808094570226,2023-06-23T14:34:13
45955,data-broker-1,0.016911469137562366,2023-06-23T14:34:18
45952,data-broker-1,0.017427253352984524,2023-06-23T14:34:23
45956,data-broker-1,0.01922160237107291,2023-06-23T14:34:28
45953,data-broker-1,0.016621431021044426,2023-06-23T14:34:33
45958,data-broker-1,0.01940400455062571,2023-06-23T14:34:38
45960,data-broker-1,0.02205983929683208,2023-06-23T14:34:43
45963,data-broker-1,0.01766060861244019,2023-06-23T14:34:48
45967,data-broker-1,0.016053920632411067,2023-06-23T14:34:53
45959,data-broker-1,0.0179914752886836,2023-06-23T14:34:58
45965,data-broker-1,0.018949487357699222,2023-06-23T14:35:03
45961,data-broker-1,0.018807368782161236,2023-06-23T14:35:08
45964,data-broker-1,0.02179139107142857,2023-06-23T14:35:13
45962,data-broker-1,0.016374571037717413,2023-06-23T14:35:18
45966,data-broker-1,0.016961106268656715,2023-06-23T14:35:23
45976,data-broker-1,0.02065997296398892,2023-06-23T14:35:28
45972,data-broker-1,0.012624678156312625,2023-06-23T14:35:33
45973,data-broker-1,0.019389180796731357,2023-06-23T14:35:38
45974,data-broker-1,0.018446652403324902,2023-06-23T14:35:43
45975,data-broker-1,0.02280831382445723,2023-06-23T14:35:48
45968,data-broker-1,0.016490014318354913,2023-06-23T14:35:53
45969,data-broker-1,0.016355134531548757,2023-06-23T14:35:58
45970,data-broker-1,0.02061143918459796,2023-06-23T14:36:03
45971,data-broker-1,0.018422016035634745,2023-06-23T14:36:08
53622,data-broker-1,0.018298855084745762,2023-06-23T14:36:13
53623,data-broker-1,0.01753946331016344,2023-06-23T14:36:18
53629,data-broker-1,0.01705498986775178,2023-06-23T14:36:23
53583,data-broker-1,0.018126701365923797,2023-06-23T14:36:28
53584,data-broker-1,0.01933574801961524,2023-06-23T14:36:33
53626,data-broker-1,0.020719869370330844,2023-06-23T14:36:38
53624,data-broker-1,0.019592767687394326,2023-06-23T14:36:43
53627,data-broker-1,0.017535936613963403,2023-06-23T14:36:48
53625,data-broker-1,0.01829829323583181,2023-06-23T14:36:53
53628,data-broker-1,0.01752613616398243,2023-06-23T14:36:58
53609,data-broker-1,0.017675681651376146,2023-06-23T14:37:03
53605,data-broker-1,0.015881248382670066,2023-06-23T14:37:08
53603,data-broker-1,0.019846483359746436,2023-06-23T14:37:13
53611,data-broker-1,0.019286215619879848,2023-06-23T14:37:18
53610,data-broker-1,0.019703849969945904,2023-06-23T14:37:23
53612,data-broker-1,0.017780695945151814,2023-06-23T14:37:28
53606,data-broker-1,0.016517388375215807,2023-06-23T14:37:33
53608,data-broker-1,0.020343612631578946,2023-06-23T14:37:38
53607,data-broker-1,0.02178374527053328,2023-06-23T14:37:43
53604,data-broker-1,0.018968887907065322,2023-06-23T14:37:48
53590,data-broker-1,0.022330994383485216,2023-06-23T14:37:53
53592,data-broker-1,0.018975058185151238,2023-06-23T14:37:58
53591,data-broker-1,0.0184020726199262,2023-06-23T14:38:03
53589,data-broker-1,0.019473957436982874,2023-06-23T14:38:08
53587,data-broker-1,0.01357655768302494,2023-06-23T14:38:13
53585,data-broker-1,0.020569698296836983,2023-06-23T14:38:18
