,ds,ticker,yhat,yhat_upper,yhat_lower
0,2023-07-27 18:28:45,get /ndxpro/v1/aibroker/entities/iot/history,0.002761540778349907,0.00329845273301341,0.0022385160779856412
1,2023-07-27 18:28:50,get /ndxpro/v1/aibroker/entities/iot/history,0.0027633568068357074,0.003281973777184387,0.0022317513278146866
2,2023-07-27 18:28:55,get /ndxpro/v1/aibroker/entities/iot/history,0.0027651559683545216,0.003334231112770529,0.002223108832915676
3,2023-07-27 18:29:00,get /ndxpro/v1/aibroker/entities/iot/history,0.002766939393765466,0.003334839214085626,0.002199479946282331
4,2023-07-27 18:29:05,get /ndxpro/v1/aibroker/entities/iot/history,0.002768708001882658,0.0033596392383053444,0.002225508792916346
5,2023-07-27 18:29:10,get /ndxpro/v1/aibroker/entities/iot/history,0.002770461877803971,0.0033352081172025433,0.00219502311050981
6,2023-07-27 18:29:15,get /ndxpro/v1/aibroker/entities/iot/history,0.002772197682934417,0.0033485765669780134,0.002206866693627416
7,2023-07-27 18:29:30,get /ndxpro/v1/aibroker/entities/iot/history,0.0027773277194401546,0.0033570130016001283,0.002201176818833569
8,2023-07-28 17:26:35,get /ndxpro/v1/aibroker/entities/iot/history,0.0027556251906364227,0.0033443064604584305,0.0021999246796674857
9,2023-07-28 17:26:40,get /ndxpro/v1/aibroker/entities/iot/history,0.0027479118372740275,0.0033674253161235864,0.0022464247004292046
10,2023-07-28 17:26:45,get /ndxpro/v1/aibroker/entities/iot/history,0.0027402779717628344,0.003313327536788093,0.0021792949547504636
11,2023-07-28 17:26:50,get /ndxpro/v1/aibroker/entities/iot/history,0.0027327726052058304,0.003303756284260406,0.0022204923069786306
12,2023-07-28 17:26:55,get /ndxpro/v1/aibroker/entities/iot/history,0.002725347652754421,0.0032619978100849453,0.002189240825780427
13,2023-07-28 17:27:00,get /ndxpro/v1/aibroker/entities/iot/history,0.002718003959173521,0.003269719411198266,0.002136611529345346
14,2023-07-28 17:27:05,get /ndxpro/v1/aibroker/entities/iot/history,0.002710742372586049,0.003281103863791319,0.0021641419045549636
15,2023-07-28 17:27:15,get /ndxpro/v1/aibroker/entities/iot/history,0.0026964159473630827,0.003263466440365899,0.00212363109767727
16,2023-07-28 17:27:20,get /ndxpro/v1/aibroker/entities/iot/history,0.002689351984428233,0.0032352405967796217,0.0021347952534598994
17,2023-08-01 20:24:35,get /ndxpro/v1/aibroker/entities/iot/history,0.003500220762616156,0.0040294117072614795,0.0029451763528007403
