,service_name,api_name,timestamp,duration,traceId
3448,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:19:59,20.928000,005278707127f8d7
8679,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:19:59,53.392000,16f5f93a8c82e59a
57,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:00,44.202000,777ae82a95c71bf8
56,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:00,1.257000,dc59992ef7f8bf90
65,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:00,24.133000,8cb67e21659dd322
66,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:00,12.833000,8273da2208a64f8d
59,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:01,55.370000,390f133fc923f38a
60,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:01,35.708000,3c68f0e897f7d4c7
4549,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:01,2.97000,36105fcf1a75a90e
8690,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:01,31.372000,d79e15ea6ed083a3
61,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:02,1.396000,c2e6e29db012d324
62,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:02,29.783000,572202cd0887e531
63,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:02,18.402000,3712022358701761
4550,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:02,20.37000,6624a14d7d79ffc3
8693,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:03,1.564000,b10254df9255be04
8692,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:03,23.390000,90f273945cd7e5e5
4551,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:03,19.622000,80587d8c8c58c64e
64,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:03,46.804000,02d9b06ef0cfaf8a
4552,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:04,1.516000,e75d0c46ad4baf65
4553,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:04,12.673000,99aeba931c5aae8e
4554,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:04,11.793000,9505f8c0d8202b75
3452,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:04,33.951000,23a0b9bc7ecb0e99
4556,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:05,0.915000,f5f57c14cde90acf
68,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:05,9.954000,37b338c7b6014d26
67,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:05,13.26000,046661a66a4d83a5
7264,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:05,25.838000,12c15e0a58fc0fed
8694,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:06,28.192000,2a29f66e40088bb5
4557,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:06,10.391000,b2e9fd335235478c
4558,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:06,11.519000,8b722a2e0f048086
4559,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:06,0.872000,c7b37c780746148b
4555,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:07,20.197000,f497dfbbc592b2b3
3450,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:07,40.477000,df66f7398d2a1802
3451,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:07,20.196000,72d2c16b6cf9fd0b
8695,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:07,1.632000,ac0bccf352462a61
70,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:08,39.941000,9b396f92b5dca490
69,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:08,14.31000,255469df090b432d
3453,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:20:08,1.744000,2ed7c8428aef86d2
4564,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:08,15.625000,fa2973f4eec70739
3515,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:09,23.162000,0abcac406021a385
7269,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:09,48.83000,500142a8dd10be24
7268,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:20:09,23.706000,f68f72cfecb1b9dc
