,container_name,cpu_usage,timestamp
4599,data-broker-1,0.019232379211205308,2023-06-21T17:04:51
4611,data-broker-1,0.019669425525040387,2023-06-21T17:04:58
4613,data-broker-1,0.0194947776300352,2023-06-21T17:05:03
4612,data-broker-1,0.022802512037037037,2023-06-21T17:05:08
4618,data-broker-1,0.01977441168113654,2023-06-21T17:05:13
4616,data-broker-1,0.02124229890018676,2023-06-21T17:05:18
4614,data-broker-1,0.02108775064546305,2023-06-21T17:05:23
4617,data-broker-1,0.019686075103001764,2023-06-21T17:05:28
4615,data-broker-1,0.019978116791781905,2023-06-21T17:05:33
4609,data-broker-1,0.02060506845039019,2023-06-21T17:05:38
4610,data-broker-1,0.02078332895049505,2023-06-21T17:05:43
4597,data-broker-1,0.02112661075740944,2023-06-21T17:05:48
4598,data-broker-1,0.01951376344561016,2023-06-21T17:05:53
4593,data-broker-1,0.019075188726287263,2023-06-21T17:05:58
4594,data-broker-1,0.020971382705099777,2023-06-21T17:06:03
4595,data-broker-1,0.020319275804701626,2023-06-21T17:06:08
4596,data-broker-1,0.01943622466520088,2023-06-21T17:06:13
4591,data-broker-1,0.02036502245014245,2023-06-21T17:06:18
4592,data-broker-1,0.018475531980818884,2023-06-21T17:06:23
4620,data-broker-1,0.020612110196779963,2023-06-21T17:06:28
4625,data-broker-1,0.020051921148927798,2023-06-21T17:06:33
4626,data-broker-1,0.02068594165037153,2023-06-21T17:06:38
4619,data-broker-1,0.019560107257448434,2023-06-21T17:06:43
4628,data-broker-1,0.025144652223489168,2023-06-21T17:06:48
4622,data-broker-1,0.021225757660725014,2023-06-21T17:06:53
4621,data-broker-1,0.024624052698176406,2023-06-21T17:06:58
4624,data-broker-1,0.018348542933906503,2023-06-21T17:07:03
4627,data-broker-1,0.019807072738024838,2023-06-21T17:07:08
4623,data-broker-1,0.02039003252329618,2023-06-21T17:07:13
4600,data-broker-1,0.02128052389380531,2023-06-21T17:07:18
4601,data-broker-1,0.021159757998836532,2023-06-21T17:07:23
4605,data-broker-1,0.020163306274206042,2023-06-21T17:07:28
4604,data-broker-1,0.02052063242314302,2023-06-21T17:07:33
4602,data-broker-1,0.021291469214271788,2023-06-21T17:07:38
4603,data-broker-1,0.02052983862857143,2023-06-21T17:07:43
4608,data-broker-1,0.020751889499435454,2023-06-21T17:07:48
4606,data-broker-1,0.021394153881718357,2023-06-21T17:07:53
4607,data-broker-1,0.021009199114509963,2023-06-21T17:07:58
4634,data-broker-1,0.018766993869096936,2023-06-21T17:08:03
4632,data-broker-1,0.020193117872968982,2023-06-21T17:08:08
4635,data-broker-1,0.01898018707508405,2023-06-21T17:08:13
4631,data-broker-1,0.020133225365853658,2023-06-21T17:08:18
4633,data-broker-1,0.020081434635984923,2023-06-21T17:08:23
4630,data-broker-1,0.01927969169840061,2023-06-21T17:08:28
4636,data-broker-1,0.0200936937488052,2023-06-21T17:08:33
4629,data-broker-1,0.020637575995470843,2023-06-21T17:08:38
4552,data-broker-1,0.020370849549549548,2023-06-21T17:08:43
4548,data-broker-1,0.021285815178742114,2023-06-21T17:08:48
4547,data-broker-1,0.01976167504342791,2023-06-21T17:08:53
4545,data-broker-1,0.020752302924901187,2023-06-21T17:08:58
4551,data-broker-1,0.020942167201358747,2023-06-21T17:09:03
4544,data-broker-1,0.02075225238095238,2023-06-21T17:09:08
4550,data-broker-1,0.018661094950962586,2023-06-21T17:09:13
4543,data-broker-1,0.019688725864033422,2023-06-21T17:09:18
4549,data-broker-1,0.020011269854469854,2023-06-21T17:09:23
4546,data-broker-1,0.019918938781804164,2023-06-21T17:09:28
4561,data-broker-1,0.01997925648148148,2023-06-21T17:09:33
4553,data-broker-1,0.01992498649490962,2023-06-21T17:09:38
4556,data-broker-1,0.018410344868469805,2023-06-21T17:09:43
4558,data-broker-1,0.020292529006727344,2023-06-21T17:09:48
4560,data-broker-1,0.020906080373831775,2023-06-21T17:09:53
4554,data-broker-1,0.02102614396014944,2023-06-21T17:09:58
4555,data-broker-1,0.021789005842696628,2023-06-21T17:10:03
4559,data-broker-1,0.018299531585894778,2023-06-21T17:10:08
4557,data-broker-1,0.019858880178671132,2023-06-21T17:10:13
4571,data-broker-1,0.019562185217556528,2023-06-21T17:10:18
4562,data-broker-1,0.019583535042735044,2023-06-21T17:10:23
4570,data-broker-1,0.02043970117692456,2023-06-21T17:10:28
4569,data-broker-1,0.02102468377869778,2023-06-21T17:10:33
4568,data-broker-1,0.018986943977191733,2023-06-21T17:10:38
4567,data-broker-1,0.02104189453219927,2023-06-21T17:10:43
4564,data-broker-1,0.02053970454802793,2023-06-21T17:10:48
4565,data-broker-1,0.019959614854313464,2023-06-21T17:10:53
4563,data-broker-1,0.024212302664298403,2023-06-21T17:10:58
4566,data-broker-1,0.020929159329957148,2023-06-21T17:11:03
4577,data-broker-1,0.017928725647058823,2023-06-21T17:11:08
4576,data-broker-1,0.020251970895381714,2023-06-21T17:11:13
4574,data-broker-1,0.019833318832283914,2023-06-21T17:11:18
4579,data-broker-1,0.020049430407818078,2023-06-21T17:11:23
4575,data-broker-1,0.019849854407787994,2023-06-21T17:11:28
4578,data-broker-1,0.021980469406037,2023-06-21T17:11:33
4573,data-broker-1,0.022045420113851993,2023-06-21T17:11:38
4572,data-broker-1,0.020541778527262508,2023-06-21T17:11:43
4580,data-broker-1,0.01948066656511805,2023-06-21T17:11:48
4589,data-broker-1,0.021484637718940935,2023-06-21T17:11:53
4590,data-broker-1,0.02134394318975553,2023-06-21T17:11:58
4581,data-broker-1,0.020218697220135237,2023-06-21T17:12:03
4582,data-broker-1,0.02082077876635514,2023-06-21T17:12:08
4583,data-broker-1,0.019912945627864345,2023-06-21T17:12:13
4584,data-broker-1,0.01994147309149973,2023-06-21T17:12:18
4585,data-broker-1,0.02078419539661404,2023-06-21T17:12:23
4586,data-broker-1,0.021317985313857087,2023-06-21T17:12:28
4587,data-broker-1,0.020952928918968355,2023-06-21T17:12:33
4588,data-broker-1,0.021458236108512628,2023-06-21T17:12:38
4637,data-broker-1,0.021737817011494253,2023-06-21T17:12:43
4638,data-broker-1,0.021391689090550406,2023-06-21T17:12:48
4640,data-broker-1,0.021405269113271175,2023-06-21T17:12:53
4642,data-broker-1,0.020922633563945445,2023-06-21T17:12:58
4645,data-broker-1,0.0216469385982231,2023-06-21T17:13:03
4643,data-broker-1,0.021169195687535464,2023-06-21T17:13:08
4639,data-broker-1,0.02063217757437071,2023-06-21T17:13:13
4644,data-broker-1,0.01962812634858812,2023-06-21T17:13:18
4641,data-broker-1,0.02315128358680624,2023-06-21T17:13:23
4650,data-broker-1,0.02124752852071006,2023-06-21T17:13:28
4649,data-broker-1,0.02071657776018995,2023-06-21T17:13:33
4651,data-broker-1,0.01944520724081185,2023-06-21T17:13:38
4648,data-broker-1,0.018839258385693572,2023-06-21T17:13:43
4652,data-broker-1,0.019958549268292682,2023-06-21T17:13:48
4654,data-broker-1,0.02084324175824176,2023-06-21T17:13:53
4646,data-broker-1,0.020859025460368295,2023-06-21T17:13:58
4653,data-broker-1,0.02465567324569524,2023-06-21T17:14:03
4647,data-broker-1,0.02201960466806964,2023-06-21T17:14:08
4656,data-broker-1,0.020677244739410502,2023-06-21T17:14:13
4662,data-broker-1,0.022573372125152376,2023-06-21T17:14:18
4658,data-broker-1,0.021141412507305668,2023-06-21T17:14:23
4660,data-broker-1,0.01986084032570764,2023-06-21T17:14:28
4657,data-broker-1,0.01983115243081526,2023-06-21T17:14:33
4659,data-broker-1,0.020632095362207743,2023-06-21T17:14:38
4661,data-broker-1,0.0208209636330072,2023-06-21T17:14:43
4655,data-broker-1,0.02096657301464919,2023-06-21T17:14:48
4663,data-broker-1,0.01988043218565722,2023-06-21T17:14:53
4668,data-broker-1,0.020837179576036865,2023-06-21T17:14:58
4672,data-broker-1,0.020883599299747133,2023-06-21T17:15:03
4665,data-broker-1,0.020699996757382745,2023-06-21T17:15:08
4671,data-broker-1,0.018190984011627907,2023-06-21T17:15:13
4666,data-broker-1,0.021978565464313125,2023-06-21T17:15:18
4670,data-broker-1,0.020561523568773235,2023-06-21T17:15:23
4667,data-broker-1,0.021506525564803806,2023-06-21T17:15:28
4669,data-broker-1,0.02171690190890191,2023-06-21T17:15:33
4664,data-broker-1,0.020739887466462246,2023-06-21T17:15:38
4677,data-broker-1,0.020288689298314386,2023-06-21T17:15:43
4673,data-broker-1,0.023952333284989122,2023-06-21T17:15:48
4679,data-broker-1,0.02002814885844749,2023-06-21T17:15:53
4674,data-broker-1,0.023862293950709483,2023-06-21T17:15:58
4678,data-broker-1,0.021491872967863895,2023-06-21T17:16:03
4676,data-broker-1,0.02290526729112027,2023-06-21T17:16:08
10787,data-broker-1,0.020422222114803625,2023-06-21T17:16:13
4675,data-broker-1,0.02086835567183704,2023-06-21T17:16:18
10788,data-broker-1,0.020648100452488688,2023-06-21T17:16:23
10748,data-broker-1,0.020015380762663633,2023-06-21T17:16:28
10786,data-broker-1,0.021591504964001515,2023-06-21T17:16:33
10779,data-broker-1,0.020092078723404256,2023-06-21T17:16:38
10782,data-broker-1,0.01954840584166026,2023-06-21T17:16:43
10783,data-broker-1,0.02101145334846765,2023-06-21T17:16:48
10781,data-broker-1,0.019494323949790796,2023-06-21T17:16:53
10784,data-broker-1,0.019954642371882977,2023-06-21T17:16:58
10780,data-broker-1,0.021371512202668728,2023-06-21T17:17:03
10785,data-broker-1,0.02522389184149184,2023-06-21T17:17:08
10760,data-broker-1,0.020705980453098672,2023-06-21T17:17:13
10762,data-broker-1,0.01980916805299963,2023-06-21T17:17:18
10761,data-broker-1,0.021116975487670223,2023-06-21T17:17:23
10765,data-broker-1,0.021500554545454544,2023-06-21T17:17:28
10763,data-broker-1,0.021729199139448464,2023-06-21T17:17:33
10764,data-broker-1,0.018142510662824206,2023-06-21T17:17:38
10769,data-broker-1,0.02173208696993061,2023-06-21T17:17:43
10767,data-broker-1,0.021343041584158416,2023-06-21T17:17:48
10766,data-broker-1,0.020853123882896764,2023-06-21T17:17:53
10768,data-broker-1,0.021325109415584416,2023-06-21T17:17:58
10749,data-broker-1,0.022351717065637065,2023-06-21T17:18:03
10750,data-broker-1,0.019736462472885033,2023-06-21T17:18:08
10746,data-broker-1,0.02006729563971341,2023-06-21T17:18:13
10747,data-broker-1,0.01981032377952756,2023-06-21T17:18:18
10742,data-broker-1,0.020789867592592593,2023-06-21T17:18:23
10743,data-broker-1,0.018865370527501407,2023-06-21T17:18:28
10744,data-broker-1,0.020455379050489827,2023-06-21T17:18:33
10745,data-broker-1,0.020558658607095926,2023-06-21T17:18:38
10740,data-broker-1,0.020592349933724673,2023-06-21T17:18:43
10741,data-broker-1,0.01982730302696753,2023-06-21T17:18:48
10789,data-broker-1,0.020803215918845104,2023-06-21T17:18:53
10790,data-broker-1,0.02156149801980198,2023-06-21T17:18:58
10792,data-broker-1,0.02288442579968537,2023-06-21T17:19:03
10794,data-broker-1,0.020261773900129943,2023-06-21T17:19:08
